jugador_entra,jugador_sale,Minuto,equipo,Jornada
"MORELL SACRISTÁN, CARLOS","VILLALONGA GÓMEZ, IKER",75,PALMA F.C.,24
"PELLEGRINO, NICOLA EMANUELE","FRANCO SINGEORZAN, ALEX",75,PALMA F.C.,24
"FOLGADO GARNICA, PAULO","GIL GOMILA, XAYRON",89,PALMA F.C.,24
"PORCEL MARTINEZ, JORDI","KEANEY, DANIEL THOMAS",89,PALMA F.C.,24
"ABRAHAM BOLAÑOS, ISAAC","ORDOÑEZ QUETGLAS, MARC",46,SP. ATº CIUTAT DE PALMA,24
"KRAUSSE, IGNACIO TOMAS","PUJOL FONT, JAUME",46,SP. ATº CIUTAT DE PALMA,24
"FERNÁNDEZ CASSO, ALBERTO","AMENGUAL LIRIO, IVAN",73,SP. ATº CIUTAT DE PALMA,24
"CORTES MONTANER, LUIS","MUNAR LAZARO, DANIEL",82,SP. ATº CIUTAT DE PALMA,24
"MARTIN CABALLERO, ANGEL","ADROVER MELIS, FRANCESC",48,SANTA CATALINA ATº A,24
"MENDOZA SOLER, MARIO","MASCARELL LLABRES, MARC",57,SANTA CATALINA ATº A,24
"LOMAS SERVERA, PAU","DEYÀ BELTRÁN, SEBASTIÀ",85,SANTA CATALINA ATº A,24
"ALARCON RAGO, THIAGO","GARCIAS LLABRES, MIQUEL",85,SANTA CATALINA ATº A,24
"GUICHANDUT GOMILA, MARC","DOMINICI ALMONTE, ANTHONY DE JESUS",46,MANACOR A,24
"MORALES RODRIGUEZ, MIGUEL ANGEL","ADROVER GARRIDO, GERARD",59,MANACOR A,24
"POSTIGO GARAT, RAUL","BAUZA COMPANY, JOAN",59,MANACOR A,24
"FUSTER GONZALEZ, SERGI","RODRIGUEZ GALDON, DANIEL",68,MANACOR A,24
"LAKHAL ZEROUALE, SAAD","MARCOS MONGE, IKER",82,MANACOR A,24
"PATRICIO GUAL, MARC","CABEZAS GALLARDO, MANUEL",60,CONSTANCIA A,24
"AMENGUAL PRIETO, CHRISTIAN","SABATER SANCHO, MARC",60,CONSTANCIA A,24
"BOTELLO CARMONA, PAU","BALLE BRUNET, JOAN",60,CONSTANCIA A,24
"COLL AREVALO, JORDI","MARTIN MONSALVE, IAN",73,CONSTANCIA A,24
"GALVEZ ESPINOZA, BRAD ANTONY","BLANCO WEBER, LUCA",82,CONSTANCIA A,24
"BERNAL VOIGT, YAMPEL RICHARD","MOLL PONS, ROBERTO",60,PENYA CIUTADELLA ESPORTIVA A,24
"PASCUAL GORNES, ENRIC","AGUILAR BOSCH, DAVID",60,PENYA CIUTADELLA ESPORTIVA A,24
"SALORT MARIN, JORGE","RUS FERNANDEZ, IGNASI",73,PENYA CIUTADELLA ESPORTIVA A,24
"CAPO MORA, MARC","FLORIT ANGLADA, JOSEP",86,PENYA CIUTADELLA ESPORTIVA A,24
"HUGUET ANGLADA, LLUIS","TRIAY SASTRE, ADRIA",86,PENYA CIUTADELLA ESPORTIVA A,24
"DE OLIVEIRA MESSIAS, KLAYVER","SINTES MELERO, ALVARO",45,UD MAHON,24
"TEJEDOR MORENO, ALEJANDRO","ELHADJ ABDOULAYE, BALDE",45,UD MAHON,24
"MASCARO MARTINEZ, IKER","GRUBAC, NOA",54,UD MAHON,24
"LOPEZ FERNANDEZ, MARC","DE OLIVEIRA MESSIAS, EMMANUEL",71,UD MAHON,24
"ESPINOZA ARMIJOS, CARLOS ANDRES","BOLIVAR PERAL, ROGER",88,UD MAHON,24
"VIZCAINO SEGURA, ALAN","PUYA TUR, OSCAR",46,SD LA SALLE A,24
"COMAS HUTTEN, PAU LLUIS","ESCUERO PARDOS, MARTI",46,SD LA SALLE A,24
"TORRALBA TANUGGI, LUIS","RODRIGUEZ MONGELOS, GAEL PAU",58,SD LA SALLE A,24
"MARTI RODRIGUEZ, IVAN","MOYA PEDREGOSA, ALEJANDRO",58,SD LA SALLE A,24
"PANEQUE PÉREZ, JOEL","FERNANDEZ CABRERA, DAVID",58,SD LA SALLE A,24
"MARTINEZ GARCIA, ENRIQUE","FAQUINETTI VERGILIO, SAMUEL",19,PENYA INDEPENDENT A,24
"LLAMAS MARTINEZ, ERIC","GRANDA VILLAVICENCIO, DAVID JOAN",19,PENYA INDEPENDENT A,24
"LOPEZ MARI, PABLO","CREUHERAS GARCIA, MATHEO",46,PENYA INDEPENDENT A,24
"GHARBI KHAMMAL EL BAKKALI, NASROLLAH","EL HABBOULA EL KORTOBI, ABDELMOIZE",54,PENYA INDEPENDENT A,24
"BERNHARDT, JOEL PIOTR","CORDOBA TUR, MARC",58,PENYA INDEPENDENT A,24
"ALARCON FERRER, ADRIAN","ALMERING, BEPPE",45,ANDRATX A,24
"DOBLAS TORRES, MIGUEL","ROGEL ARRIAGA, BRYAN STALIN",45,ANDRATX A,24
"PATRICIO TORRRENS, JUAN","SINTES DIAZ, JOAN",63,ANDRATX A,24
"JIMENEZ PASTOR, IKER","VARGAS RODRIGUEZ, NICOLAS",75,ANDRATX A,24
"LIMA PUENTE, KEVIN ARIEL","VILLARRAMIEL PIÑEIRO, IVAN",75,ANDRATX A,24
"MONTALBAN ROMERO, MILO JERONIMO","CACERES COMAS, SERGI",53,PLA DE NA TESA A,24
"AIT SAID TAFZATI, NABIL","MONTES MORALES, ADRIAN",89,PLA DE NA TESA A,24
"CORDERO VILARCHAO, CHRISTIAN","FIOL JAEN, ADRIAN",57,POBLENSE A,24
"VIVES COMAS, JOAN JORDI","FERRER RIGO, SEBASTIÀ",71,POBLENSE A,24
"MEFTAH ES SALEMY, BILAL","AGUILERA PERELLO, ADRIÀ",71,POBLENSE A,24
"MORAGUES MORAGUES, JOAN","FERNANDEZ GOMEZ, LEO",71,POBLENSE A,24
"ASBAI HAMOUTI, ALI","TUR ESCALAS, TONI",80,POBLENSE A,24
"MASSANET CABRER, FRANCESC","BADJINKA NDIAYE, BUBAKAR",46,SAN FRANCISCO B,24
"LLEDO SAMPOL, ADRIA","SALAMANCA GALERA, AITOR",71,SAN FRANCISCO B,24
"SILVA SALINAS, ALEJANDRO","LUNEGRO, BRUNO",73,SAN FRANCISCO B,24
"DIAZ ROMERO, GYLBERT","BORDOY LEAL, PEDRO",73,SAN FRANCISCO B,24
"CONDE PEREIRA, ALEJANDRO MANUEL","SUÁREZ SERRA, ALEX",78,SAN FRANCISCO B,24
"VALLS ANIORTE, TARIKU","AGUILAR COSTA, MARTÍ",45,U D IBIZA A,24
"GARCIA ALBA, JAVIER","ELIAS ARANDIA, SAMUEL ABEL",65,U D IBIZA A,24
"MARTOS VERGARA, DANIEL","PERIAÑEZ RODRIGUEZ, DANIEL",72,U D IBIZA A,24
"TORRES RIERA, LLUC","LOPEZ CAPACETE, KENAI",90,U D IBIZA A,24
"GARCÍA RODRÍGUEZ, UNAI","SOLIVELLAS LLOMPART, JOAQUÍN",45,PLATGES DE CALVIA A,24
"PAYERO MOLINA, NICOLAS","PUJOL ALOMAR, TELM",55,PLATGES DE CALVIA A,24
"MAGAN MITCHELL SMITH, MIGUEL","PEREZ SILVENTE, ALEJANDRO",63,PLATGES DE CALVIA A,24
"CASAUS SANCHEZ, JOSE IGNACIO","PARRA VIZUETE, DANIEL",83,PLATGES DE CALVIA A,24
"CARDONA MARTIN, MARCOS","ALCOLEA ESCORCIA, CARLOS",83,PLATGES DE CALVIA A,24
"SINTES MELERO, ALVARO","PEREZ MARTIN, IGNACIO",46,UD MAHON,25
"FERNANDEZ ALONSO, ASIER","NGONG NGO, FABRICE",59,UD MAHON,25
"BOLIVAR PERAL, ROGER","DIALLO, FODE",59,UD MAHON,25
"TEJEDOR MORENO, ALEJANDRO","MASCARO MARTINEZ, IKER",67,UD MAHON,25
"ESPINOZA ARMIJOS, CARLOS ANDRES","LOPEZ FERNANDEZ, MARC",67,UD MAHON,25
"PASCUAL RIERA, MIGUEL ANGEL","HERRERA IGLESIAS, ADRIAN",46,PENYA ARRABAL A,25
"SEGUI ESTEBAN, IAN","LEBRERO BENITEZ, HUGO",64,PENYA ARRABAL A,25
"MORENO PUJOL, JAVIER","GARCIA HERNANDEZ, JOSE RAMON",76,PENYA ARRABAL A,25
"MESQUIDA URIBE, XAVIER","CRESPI BARRERA, LEONARDO",76,PENYA ARRABAL A,25
"ARIAS BESTARD, ENZO","MARTINEZ MUNTANER, SERGI",82,PENYA ARRABAL A,25
"GHARBI KHAMMAL EL BAKKALI, NASROLLAH","EL HABBOULA EL KORTOBI, ABDELMOIZE",28,PENYA INDEPENDENT A,25
"CORDOBA TUR, MARC","LLAMAS MARTINEZ, ERIC",52,PENYA INDEPENDENT A,25
"JUAN GUASCH, JORDI MIQUEL","ESCANDELL RIBAS, JOAN",67,PENYA INDEPENDENT A,25
"GRANDA VILLAVICENCIO, DAVID JOAN","CREUHERAS GARCIA, MATHEO",67,PENYA INDEPENDENT A,25
"IRUELA KLISHINA, DAVID","FAQUINETTI VERGILIO, SAMUEL",67,PENYA INDEPENDENT A,25
"GARCIA LLOMPART, RAFEL","DIALLO CONDE, ABDOURAHAMANE",61,MALLORCA B,25
"LAZARO TORRES, MARIO","SIDIROPOULOS, ANASTASIOS",61,MALLORCA B,25
"AVILÉS MAESTRE, JOEL","VERD ALONSO, ABEL",74,MALLORCA B,25
"RIBAS MUÑOZ, SERGI","LOPEZ CABRERA, JESUS",19,SAN FRANCISCO B,25
"SALAMANCA GALERA, AITOR","SILVA SALINAS, ALEJANDRO",46,SAN FRANCISCO B,25
"CLADERA SOBERATS, LLORENÇ","ANDEBUELA BARRIOS, PABLO",46,SAN FRANCISCO B,25
"BORDOY LEAL, PEDRO","LLEDO SAMPOL, ADRIA",46,SAN FRANCISCO B,25
"BADJINKA NDIAYE, BUBAKAR","LUNEGRO, BRUNO",64,SAN FRANCISCO B,25
"SANCHO OLIVER, PEDRO","BARRY DIALLO, MAMADOU ALIOU",59,SP. ATº CIUTAT DE PALMA,25
"ABRAHAM BOLAÑOS, ISAAC","MUNAR LAZARO, DANIEL",59,SP. ATº CIUTAT DE PALMA,25
"GAETE MARTINEZ, ISMAEL","SANS JIMENEZ, MIQUEL ANGEL",67,SP. ATº CIUTAT DE PALMA,25
"GOMEZ BLANCA, AARON","AMENGUAL LIRIO, IVAN",75,SP. ATº CIUTAT DE PALMA,25
"FERNÁNDEZ CASSO, ALBERTO","KRZYZYK SERRANO, PEDRO",75,SP. ATº CIUTAT DE PALMA,25
"PATRICIO GUAL, MARC","CHUKWUKERE PULLET, GREGORY IKECHUKWU",57,CONSTANCIA A,25
"COLL AREVALO, JORDI","BLANCO WEBER, LUCA",57,CONSTANCIA A,25
"BALLE BRUNET, JOAN","BOTELLO CARMONA, PAU",67,CONSTANCIA A,25
"CABEZAS GALLARDO, MANUEL","OLIVER GELABERT, PERE",67,CONSTANCIA A,25
"SABATER SANCHO, MARC","MARTIN MONSALVE, IAN",86,CONSTANCIA A,25
"ELIAS ARANDIA, SAMUEL ABEL","GARCIA ALBA, JAVIER",45,U D IBIZA A,25
"MARTOS VERGARA, DANIEL","VALLS ANIORTE, TARIKU",51,U D IBIZA A,25
"TORRES RIERA, LLUC","LOPEZ CAPACETE, KENAI",67,U D IBIZA A,25
"SANCHEZ LUIS, MARCO","BERNASCONI, SANTINO",79,U D IBIZA A,25
"CANTALAPIEDRA LOBATO, IKER","ROTGER LÓPEZ, LLUC",45,FERRERIES A,25
"TRIAY HIERRO, TEO","CAMPS CARETA, PERE",45,FERRERIES A,25
"MBAYE RUIZ, MOUHAMAD YASIN","PULIDO COLL, IZAN",45,FERRERIES A,25
"FLORES BARRERA, GERARD","JANER BOSCH, NOFRE",60,FERRERIES A,25
"BOSCH PULIDO, NIL","DE LA PUERTA MARTORELL, JAUME",67,FERRERIES A,25
"PANEQUE PÉREZ, JOEL","GARCÍA GARCÍA, ÁLVARO",43,SD LA SALLE A,25
"CORTES BOIXO, ALEIX","ESCUERO PARDOS, MARTI",60,SD LA SALLE A,25
"MARTI RODRIGUEZ, IVAN","SALMERON SEGURA, JONATHAN",60,SD LA SALLE A,25
"AMAYA MALENO, FRANCISCO","RODRIGUEZ MONGELOS, GAEL PAU",71,SD LA SALLE A,25
"MOYA PEDREGOSA, ALEJANDRO","VIZCAINO SEGURA, ALAN",71,SD LA SALLE A,25
"ASAMOAH ASANTEWAA, DENIS","MONTALBAN ROMERO, MILO JERONIMO",62,PLA DE NA TESA A,25
"MORA GISPERT, HUGO","MESA ZAFRA, CHRISTIAN",62,PLA DE NA TESA A,25
"AIT SAID TAFZATI, NABIL","MASCARÓ SERVERA, JUAN",79,PLA DE NA TESA A,25
"MARTINEZ ESPINOSA, DENIS","ALONSO MUNICIO, PABLO",84,PLA DE NA TESA A,25
"CORCHADO JIMENEZ, ISAAC","LAKHAL ZEROUALE, SAAD",56,MANACOR A,25
"GUICHANDUT GOMILA, MARC","MONTES CARDONA, CHRISTIAN",56,MANACOR A,25
"ADROVER GARRIDO, GERARD","VIVES HIDALGO, IKER",71,MANACOR A,25
"ORTIZ CARROZA, ABRAHAM","RODRIGUEZ GALDON, DANIEL",71,MANACOR A,25
"DOMINICI ALMONTE, ANTHONY DE JESUS","LAMSIAH AJGHOUF, OSSAMA",82,MANACOR A,25
"VILLALONGA GÓMEZ, IKER","PORCEL MARTINEZ, JORDI",59,PALMA F.C.,25
"GOMEZ ACUÑA, RENSON ENRIQUE","MARCANO FLORIAN, SEBASTIAN JESUS",72,PALMA F.C.,25
"FOLGADO GARNICA, PAULO","FERRA OSPINA, CARLES JOAN",81,PALMA F.C.,25
"ALCALDE ORTEGA, JUAN JOSÉ","FRANCO SINGEORZAN, ALEX",81,PALMA F.C.,25
"CAIMARI FIGUEROLA, JAUME","GIBSON, JASPER",45,POBLENSE A,25
"GONZÁLEZ ONETO, ASSIER","ENSEÑAT RAMIS, MIQUEL",45,POBLENSE A,25
"MEFTAH ES SALEMY, BILAL","AGUILERA PERELLO, ADRIÀ",83,POBLENSE A,25
"ASBAI HAMOUTI, ALI","MORAGUES MORAGUES, JOAN",83,POBLENSE A,25
"GAYUBAS GONZALEZ, LUIS MIGUEL","PEREZ SILVENTE, ALEJANDRO",66,PLATGES DE CALVIA A,25
"CARDONA MARTIN, MARCOS","SANCHIS MARTINEZ, DAVID",73,PLATGES DE CALVIA A,25
"MARQUES BAGUR, JOAN","AGUILAR BOSCH, DAVID",25,PENYA CIUTADELLA ESPORTIVA A,25
"SALORT MARIN, JORGE","HUGUET ANGLADA, LLUIS",45,PENYA CIUTADELLA ESPORTIVA A,25
"TRIAY SASTRE, ADRIA","JUANEDA JUANEDA, JOSEP",45,PENYA CIUTADELLA ESPORTIVA A,25
"CAPO MORA, MARC","MOLL PONS, ROBERTO",61,PENYA CIUTADELLA ESPORTIVA A,25
"PASCUAL GORNES, ENRIC","FLORIT ANGLADA, JOSEP",61,PENYA CIUTADELLA ESPORTIVA A,25
