cod_temporada,cod_competicion,cod_grupo,jornada,equipo_local,equipo_visitante,cod_acta,link_acta,acta_extraida
20,7077248,7077249,29,"SAN FRANCISCO ""B""","PENYA CIUTADELLA ESPORTIVA ""A""",670773.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670773&cod_acta=670773,Si
20,7077248,7077249,29,"SANTA CATALINA ATº ""A""","PLATGES DE CALVIA ""A""",670774.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670774&cod_acta=670774,Si
20,7077248,7077249,29,"PLA DE NA TESA ""A""","CONSTANCIA ""A""",670775.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670775&cod_acta=670775,Si
20,7077248,7077249,30,"POBLENSE ""A""","MALLORCA ""B""",670776.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670776&cod_acta=670776,Si
20,7077248,7077249,30,SP. ATº CIUTAT DE PALMA,"SD LA SALLE ""A""",670777.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670777&cod_acta=670777,Si
20,7077248,7077249,30,"ANDRATX ""A""","PENYA ARRABAL ""A""",670778.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670778&cod_acta=670778,Si
20,7077248,7077249,30,"MANACOR ""A""","FERRERIES ""A""",670779.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670779&cod_acta=670779,Si
20,7077248,7077249,30,"U D IBIZA ""A""","PENYA INDEPENDENT ""A""",670780.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670780&cod_acta=670780,Si
20,7077248,7077249,30,"PENYA CIUTADELLA ESPORTIVA ""A""",PALMA F.C.,670781.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670781&cod_acta=670781,Si
20,7077248,7077249,30,"PLATGES DE CALVIA ""A""","SAN FRANCISCO ""B""",670782.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670782&cod_acta=670782,Si
20,7077248,7077249,30,"CONSTANCIA ""A""","SANTA CATALINA ATº ""A""",670783.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670783&cod_acta=670783,Si
20,7077248,7077249,30,"PLA DE NA TESA ""A""",UD MAHON,670784.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670784&cod_acta=670784,Si
20,7077248,7077249,31,UD MAHON,"POBLENSE ""A""",670785.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670785&cod_acta=670785,Si
20,7077248,7077249,31,"MALLORCA ""B""",SP. ATº CIUTAT DE PALMA,670786.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670786&cod_acta=670786,Si
20,7077248,7077249,31,"SD LA SALLE ""A""","ANDRATX ""A""",670787.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670787&cod_acta=670787,Si
20,7077248,7077249,31,"PENYA ARRABAL ""A""","MANACOR ""A""",670788.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670788&cod_acta=670788,Si
20,7077248,7077249,31,"FERRERIES ""A""","U D IBIZA ""A""",670789.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670789&cod_acta=670789,Si
20,7077248,7077249,31,"PENYA INDEPENDENT ""A""","PENYA CIUTADELLA ESPORTIVA ""A""",670790.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670790&cod_acta=670790,Si
20,7077248,7077249,31,PALMA F.C.,"PLATGES DE CALVIA ""A""",670791.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670791&cod_acta=670791,Si
20,7077248,7077249,31,"SAN FRANCISCO ""B""","CONSTANCIA ""A""",670792.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670792&cod_acta=670792,Si
20,7077248,7077249,31,"SANTA CATALINA ATº ""A""","PLA DE NA TESA ""A""",670793.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670793&cod_acta=670793,Si
20,7077248,7077249,32,"POBLENSE ""A""",SP. ATº CIUTAT DE PALMA,670641.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670641&cod_acta=670641,Si
20,7077248,7077249,32,"ANDRATX ""A""","MALLORCA ""B""",670795.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670795&cod_acta=670795,Si
20,7077248,7077249,32,"MANACOR ""A""","SD LA SALLE ""A""",670796.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670796&cod_acta=670796,Si
20,7077248,7077249,32,"U D IBIZA ""A""","PENYA ARRABAL ""A""",670797.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670797&cod_acta=670797,Si
20,7077248,7077249,32,"PENYA CIUTADELLA ESPORTIVA ""A""","FERRERIES ""A""",670798.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670798&cod_acta=670798,Si
20,7077248,7077249,32,"CONSTANCIA ""A""",PALMA F.C.,670800.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670800&cod_acta=670800,Si
20,7077248,7077249,32,"PLA DE NA TESA ""A""","SAN FRANCISCO ""B""",670801.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670801&cod_acta=670801,Si
20,7077248,7077249,32,"SANTA CATALINA ATº ""A""",UD MAHON,670802.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670802&cod_acta=670802,Si
20,7077248,7077249,33,SP. ATº CIUTAT DE PALMA,UD MAHON,670803.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670803&cod_acta=670803,Si
20,7077248,7077249,33,"PENYA ARRABAL ""A""","PENYA CIUTADELLA ESPORTIVA ""A""",670807.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670807&cod_acta=670807,Si
20,7077248,7077249,33,"FERRERIES ""A""","PLATGES DE CALVIA ""A""",670808.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670808&cod_acta=670808,Si
20,7077248,7077249,33,"PENYA INDEPENDENT ""A""","CONSTANCIA ""A""",670809.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670809&cod_acta=670809,Si
20,7077248,7077249,33,PALMA F.C.,"PLA DE NA TESA ""A""",670810.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670810&cod_acta=670810,No
20,7077248,7077249,32,"POBLENSE ""A""",SP. ATº CIUTAT DE PALMA,670641,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670641&cod_acta=670641,No
20,7077248,7077249,32,"ANDRATX ""A""","MALLORCA ""B""",670795,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670795&cod_acta=670795,No
20,7077248,7077249,32,"MANACOR ""A""","SD LA SALLE ""A""",670796,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670796&cod_acta=670796,No
20,7077248,7077249,32,"U D IBIZA ""A""","PENYA ARRABAL ""A""",670797,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670797&cod_acta=670797,No
20,7077248,7077249,32,"PENYA CIUTADELLA ESPORTIVA ""A""","FERRERIES ""A""",670798,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670798&cod_acta=670798,No
20,7077248,7077249,32,"CONSTANCIA ""A""",PALMA F.C.,670800,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670800&cod_acta=670800,No
20,7077248,7077249,32,"PLA DE NA TESA ""A""","SAN FRANCISCO ""B""",670801,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670801&cod_acta=670801,No
20,7077248,7077249,32,"SANTA CATALINA ATº ""A""",UD MAHON,670802,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670802&cod_acta=670802,No
20,7077248,7077249,33,SP. ATº CIUTAT DE PALMA,UD MAHON,670803,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670803&cod_acta=670803,No
20,7077248,7077249,33,"PENYA ARRABAL ""A""","PENYA CIUTADELLA ESPORTIVA ""A""",670807,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670807&cod_acta=670807,No
20,7077248,7077249,33,"FERRERIES ""A""","PLATGES DE CALVIA ""A""",670808,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670808&cod_acta=670808,No
20,7077248,7077249,33,"PENYA INDEPENDENT ""A""","CONSTANCIA ""A""",670809,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670809&cod_acta=670809,No
20,7077248,7077249,33,PALMA F.C.,"PLA DE NA TESA ""A""",670810,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670810&cod_acta=670810,No
